out_acc_num,out_currency_amount,net_worth,credit_score,ratio_cash_deposits,ratio_cash_withdrawals,ratio_incoming_international,ratio_outgoing_international,label
829,10455,0.7568,3,0.7819,0.8563,0.9382,0.6473,false
830,22113,0.8486,10,0.2801,0.5699,0.216,0.5839,true
831,36943,0.2606,1,0.0568,0.1842,0.1365,0.6899,false
832,25342,0.8318,1,0.174,0.2177,0.4547,0.8502,false
833,12398,0.2604,4,0.676,0.5311,0.5789,0.8741,false
834,36610,0.2301,10,0.2489,0.1101,0.5808,0.28,false
835,33139,0.8381,9,0.8623,0.547,0.1926,0.8562,true
836,29169,0.7029,10,0.6404,0.815,0.2525,0.9914,true
837,21229,0.8954,2,0.6249,0.0389,0.3934,0.2816,true
838,30449,0.6946,9,0.9385,0.5213,0.2716,0.0781,true
839,18895,0.8378,3,0.2811,0.5833,0.4064,0.0588,false
840,30364,0.5558,6,0.2817,0.9818,0.3984,0.1292,false
841,23506,0.1234,4,0.775,0.8296,0.7877,0.0718,false
842,38379,0.9815,4,0.1612,0.6869,0.6416,0.6351,true
843,19160,0.671,5,0.3973,0.918,0.2004,0.1011,false
844,20072,0.8462,9,0.1642,0.8408,0.6824,0.1491,false
845,39814,0.4688,8,0.5899,0.7975,0.5444,0.9483,false
846,25096,0.2171,3,0.6434,0.9929,0.5719,0.7832,false
847,18515,0.2116,3,0.2232,0.0298,0.7689,0.9302,false
848,11189,0.1843,3,0.0117,0.898,0.0266,0.4133,false
849,17478,0.2329,4,0.2393,0.6103,0.5201,0.8103,false
850,13428,0.2223,3,0.2183,0.8715,0.2766,0.9781,true
851,29071,0.1776,3,0.7925,0.4433,0.9955,0.7751,false
852,34459,0.3667,4,0.6558,0.1351,0.3304,0.3132,true
853,31652,0.0128,2,0.1398,0.4104,0.0966,0.5839,false
854,15923,0.6055,2,0.7183,0.3977,0.069,0.9191,true
855,22239,0.7951,8,0.4392,0.2424,0.3746,0.1961,false
856,35106,0.1084,3,0.4413,0.5503,0.9582,0.4684,false
857,32487,0.825,2,0.3923,0.0115,0.5068,0.4308,true
858,33056,0.961,10,0.8594,0.1155,0.6854,0.5368,true
859,11559,0.1649,2,0.6057,0.8535,0.9983,0.476,false
860,37696,0.4668,10,0.5454,0.4925,0.0178,0.7529,false
861,37719,0.5855,1,0.501,0.8368,0.7057,0.8551,true
862,21272,0.2349,3,0.0464,0.0064,0.8574,0.2313,true
863,36612,0.3747,4,0.2456,0.6904,0.0689,0.1575,false
864,35393,0.96,4,0.0431,0.2237,0.8626,0.2248,true
865,14314,0.4938,9,0.9787,0.0577,0.2507,0.7747,false
866,10669,0.9901,6,0.8271,0.7563,0.8462,0.3542,true
867,28972,0.3006,4,0.9095,0.0992,0.5884,0.213,true
868,23508,0.4714,4,0.2491,0.3893,0.1401,0.2499,false
869,11041,0.9785,9,0.2686,0.5623,0.6971,0.8944,true
870,32635,0.2909,7,0.9628,0.0029,0.5409,0.6778,false
871,22009,0.6882,2,0.8486,0.3322,0.8473,0.1425,false
872,20481,0.7035,1,0.8165,0.032,0.9828,0.0814,true
873,30200,0.9918,6,0.6442,0.2916,0.3571,0.9921,true
874,23501,0.4963,6,0.9441,0.1811,0.2927,0.369,false
875,39738,0.079,9,0.4997,0.1698,0.3106,0.866,true
876,23006,0.9495,10,0.8007,0.696,0.1471,0.4252,true
877,29731,0.7347,7,0.1649,0.0124,0.1474,0.8302,true
878,11542,0.2792,8,0.4696,0.338,0.0643,0.8674,false
879,11184,0.4021,8,0.8284,0.5287,0.9061,0.5094,false
880,17335,0.8918,2,0.6483,0.9549,0.1657,0.3424,false
881,12428,0.4282,8,0.7827,0.6799,0.2952,0.5817,true
882,24816,0.5143,4,0.8596,0.7257,0.2008,0.3178,false
883,39954,0.4322,1,0.7244,0.8447,0.9652,0.3076,false
884,13554,0.7053,3,0.5575,0.488,0.08,0.746,false
885,21547,0.6932,3,0.0223,0.8042,0.1682,0.1425,true
886,17662,0.4759,1,0.6775,0.9247,0.2409,0.1617,false
887,30328,0.7731,7,0.8162,0.5968,0.7998,0.2253,false
888,35629,0.1398,7,0.539,0.4557,0.7818,0.9825,false
889,18235,0.1177,7,0.1083,0.4513,0.9594,0.6704,false
890,20814,0.0046,2,0.7099,0.7431,0.376,0.4605,true
891,21005,0.905,2,0.2475,0.9364,0.666,0.5722,true
892,19721,0.2069,6,0.3751,0.7289,0.0262,0.4488,false
893,25968,0.3748,8,0.03,0.8263,0.7833,0.9945,false
894,25515,0.5048,7,0.5048,0.3001,0.7481,0.4621,true
895,12559,0.8265,5,0.1113,0.8432,0.9197,0.0803,true
896,32610,0.3056,3,0.1887,0.4459,0.1567,0.2627,false
897,14981,0.9169,1,0.7414,0.7649,0.3623,0.1618,false
898,21307,0.1202,7,0.8803,0.8493,0.98,0.9939,true
899,34321,0.0965,5,0.4936,0.534,0.3285,0.0658,true
900,39602,0.5674,10,0.834,0.2226,0.3056,0.6203,false
901,29408,0.4826,9,0.8155,0.0203,0.8938,0.1482,false
902,11437,0.5259,2,0.9483,0.1653,0.6769,0.2607,true
903,31784,0.192,1,0.6015,0.1388,0.5438,0.5438,true
904,25043,0.803,2,0.6117,0.1084,0.6717,0.7304,false
905,14406,0.273,4,0.7468,0.0049,0.7657,0.2834,false
906,36383,0.8262,1,0.484,0.8041,0.0437,0.6614,true
907,24224,0.9504,10,0.1815,0.8334,0.9678,0.2226,false
908,18895,0.7444,10,0.4825,0.2486,0.5809,0.8396,false
909,19627,0.0624,1,0.8763,0.1762,0.9605,0.4392,false
910,35154,0.0699,7,0.2767,0.9486,0.9179,0.6553,false
911,35345,0.2421,5,0.135,0.376,0.2576,0.3038,true
912,32424,0.1403,7,0.7278,0.8578,0.6797,0.6189,false
913,37292,0.0667,1,0.0757,0.1579,0.4425,0.7513,false
914,13124,0.1358,6,0.6776,0.5817,0.524,0.5372,false
915,23150,0.6347,1,0.2697,0.5684,0.6307,0.9591,true
916,33426,0.8299,7,0.686,0.1113,0.0873,0.3801,false
917,22571,0.8197,8,0.1895,0.1997,0.4886,0.2095,false
918,17594,0.3255,9,0.7145,0.0764,0.5721,0.0405,false
919,38423,0.6214,6,0.4477,0.4464,0.8161,0.257,false
920,14103,0.1573,3,0.5079,0.5815,0.3456,0.5671,false
921,22709,0.188,2,0.6153,0.1071,0.5558,0.5315,true
922,28339,0.6824,2,0.4485,0.401,0.0963,0.7491,false
923,27415,0.1386,4,0.7175,0.0223,0.484,0.0166,false
924,19094,0.4523,8,0.6949,0.2413,0.1683,0.2828,true
925,28893,0.0513,1,0.9124,0.5074,0.39,0.6885,false
926,27434,0.6761,5,0.1892,0.4506,0.9899,0.4267,false
927,33360,0.4679,3,0.2438,0.3382,0.3632,0.6861,false
928,22099,0.5485,8,0.5845,0.3628,0.4785,0.4681,false
929,35934,0.4447,7,0.3928,0.254,0.6267,0.5718,true
930,11762,0.9992,10,0.1051,0.5111,0.0112,0.8828,false
931,38097,0.8706,5,0.5757,0.1985,0.3618,0.7396,false
932,15694,0.8337,9,0.9511,0.4091,0.6213,0.7998,false
933,16255,0.7396,9,0.9291,0.2521,0.8941,0.572,true
934,33944,0.0364,3,0.6997,0.3953,0.2152,0.4195,true
935,16558,0.7832,9,0.1911,0.1242,0.1682,0.2522,false
936,36061,0.8271,1,0.8685,0.8674,0.6095,0.1254,true
937,30737,0.998,5,0.1394,0.615,0.3992,0.036,false
938,18541,0.5888,8,0.1971,0.9127,0.1773,0.8312,true
939,11433,0.1847,4,0.0001,0.1546,0.359,0.6269,false
940,33042,0.2234,8,0.0696,0.7401,0.0596,0.4828,false
941,20699,0.1681,1,0.299,0.1022,0.8623,0.9481,true
942,18444,0.4208,2,0.5167,0.0615,0.8218,0.2624,true
943,10034,0.6214,9,0.6612,0.8115,0.1736,0.3925,true
944,15853,0.2352,4,0.766,0.5553,0.1802,0.2568,true
945,15262,0.2271,10,0.0536,0.0733,0.1007,0.3072,false
946,34535,0.7107,10,0.1586,0.183,0.7526,0.7409,false
947,30852,0.7243,4,0.6811,0.7225,0.1797,0.2317,true
948,16384,0.8943,1,0.0802,0.1879,0.0903,0.7461,false
949,22092,0.0579,9,0.7693,0.8407,0.0377,0.1729,false
950,24377,0.0103,6,0.4845,0.9123,0.0015,0.305,true
951,18135,0.7823,9,0.6601,0.685,0.4334,0.882,true
952,19406,0.4875,4,0.7094,0.4564,0.1321,0.0118,false
953,35220,0.1469,5,0.7318,0.4647,0.338,0.3619,false
954,26429,0.4292,7,0.6231,0.2905,0.9639,0.298,true
955,20535,0.8655,3,0.5817,0.9319,0.2249,0.8747,false
956,23582,0.2713,2,0.6031,0.9978,0.995,0.606,true
957,23079,0.8737,3,0.443,0.5456,0.1725,0.2984,false
958,36400,0.4702,1,0.9559,0.4549,0.449,0.5831,false
959,39046,0.9041,6,0.109,0.7288,0.5211,0.8616,true
960,13077,0.5079,6,0.4783,0.0106,0.7434,0.8852,false
961,27983,0.7573,9,0.1157,0.7836,0.8297,0.1574,true
962,17118,0.0029,3,0.1763,0.3187,0.872,0.4105,false
963,10614,0.6749,8,0.9141,0.2625,0.8261,0.1587,false
964,25316,0.8095,1,0.6529,0.1308,0.6203,0.3418,false
965,39817,0.958,10,0.9614,0.6123,0.7124,0.9352,true
966,18997,0.0067,1,0.4063,0.7579,0.9686,0.8544,false
967,25538,0.9405,8,0.3667,0.3304,0.7047,0.0353,true
968,14441,0.8273,4,0.3117,0.6124,0.9638,0.4758,true
969,36037,0.5523,1,0.3009,0.5049,0.817,0.2734,false
970,19661,0.6678,9,0.8452,0.2585,0.6912,0.1212,true
971,17732,0.1619,5,0.9221,0.6265,0.713,0.9467,true
972,23243,0.4735,2,0.9535,0.3919,0.5518,0.0767,true
973,18899,0.2181,8,0.7153,0.7742,0.7263,0.6899,true
974,18350,0.4888,6,0.7138,0.2516,0.7491,0.6246,true
975,39052,0.7202,1,0.1736,0.9866,0.4852,0.767,true
976,34287,0.1693,4,0.0225,0.9077,0.6005,0.9596,true
977,27417,0.7127,4,0.3846,0.3183,0.3716,0.9841,false
978,26457,0.9976,5,0.1118,0.1771,0.867,0.1179,false
979,39794,0.5228,7,0.4579,0.3649,0.059,0.3715,true
980,19294,0.5802,3,0.7938,0.9601,0.7555,0.2251,false
981,33408,0.284,6,0.2,0.19,0.1114,0.2632,false
982,38825,0.5198,8,0.0946,0.5804,0.7367,0.9008,false
983,10186,0.4223,4,0.9212,0.5329,0.9038,0.0722,true
984,24952,0.3245,10,0.5799,0.5312,0.493,0.4684,true
985,34950,0.2903,9,0.8564,0.0238,0.4599,0.5912,true
986,37183,0.6534,10,0.7999,0.9053,0.0052,0.6348,false
987,15616,0.2475,9,0.5551,0.5,0.2347,0.6506,false
988,35191,0.1005,6,0.3058,0.7409,0.0094,0.1942,true
989,21382,0.71,5,0.1325,0.0312,0.208,0.1267,true
990,15827,0.6517,3,0.5123,0.6805,0.0733,0.3235,true
991,28329,0.591,5,0.8032,0.7517,0.2977,0.9534,true
992,38367,0.5452,6,0.224,0.5289,0.604,0.0564,true
993,12302,0.6823,5,0.1203,0.0084,0.4698,0.9822,true
994,20831,0.423,4,0.021,0.7752,0.9413,0.885,true
995,12292,0.5549,5,0.9498,0.0006,0.7987,0.7756,false
996,24784,0.6261,3,0.8401,0.9749,0.6986,0.7046,false
997,12241,0.4433,5,0.1553,0.13,0.7625,0.679,true
998,12282,0.5972,3,0.3274,0.1647,0.0684,0.6882,false
999,38415,0.7748,3,0.4176,0.0501,0.5194,0.5842,false
1000,16390,0.2705,6,0.0997,0.3303,0.2944,0.1945,true
