out_acc_num,no_of_in,distinct_no_of_in,sumin,net_worth,credit_score,ratio_cash_deposits,ratio_cash_withdrawals,ratio_incoming_international,ratio_outgoing_international,label
740,9,6,380632,0.174,6,0.58,0.2065,0.8068,0.8888,1
741,8,5,346060,0.7322,7,0.7196,0.8457,0.3992,0.8719,0
742,12,3,100946,0.1505,2,0.6583,0.0543,0.1669,0.6872,0
743,12,3,151914,0.0415,2,0.6377,0.4284,0.6517,0.6866,0
744,14,12,41701,0.2897,3,0.3292,0.6879,0.5759,0.889,1
745,7,10,388056,0.5084,8,0.4016,0.0866,0.5787,0.9291,1
746,3,11,198020,0.5942,9,0.0614,0.318,0.7623,0.8744,1
747,4,6,459102,0.704,9,0.8342,0.6204,0.191,0.7213,0
748,7,9,322236,0.8484,1,0.7275,0.1689,0.791,0.8408,0
749,10,5,402202,0.7088,9,0.5425,0.733,0.8604,0.7283,1
750,13,1,32989,0.1586,5,0.208,0.0898,0.5861,0.9385,1
751,15,6,124109,0.2362,8,0.1767,0.9575,0.5422,0.5431,1
752,12,10,486243,0.5213,4,0.068,0.9091,0.8595,0.1848,1
753,1,13,390614,0.989,9,0.4474,0.9498,0.4448,0.0173,0
754,14,2,293926,0.5639,6,0.0607,0.2257,0.4498,0.5741,1
755,1,12,450000,0.0552,3,0.7116,0.892,0.2091,0.4272,0
756,2,7,180245,0.7598,10,0.8923,0.3536,0.8466,0.5765,1
757,6,10,81800,0.3928,2,0.2745,0.3527,0.4447,0.9152,0
758,12,1,113191,0.4859,10,0.0421,0.2801,0.5108,0.4456,1
759,6,2,398883,0.3966,4,0.1771,0.6897,0.3245,0.948,0
760,8,2,258631,0.9229,4,0.7,0.7859,0.6232,0.2494,0
761,15,4,36898,0.5053,10,0.2657,0.7685,0.7375,0.9032,0
762,11,1,109749,0.8412,7,0.2223,0.101,0.5239,0.7376,1
763,13,12,226362,0.2211,10,0.0994,0.3963,0.728,0.7606,0
764,3,10,244974,0.4636,8,0.4931,0.0862,0.7995,0.4576,1
765,1,3,330823,0.8464,8,0.3736,0.2498,0.4121,0.5286,0
766,2,5,409173,0.2154,2,0.5649,0.019,0.3808,0.3879,0
767,3,12,380092,0.0884,4,0.2803,0.3212,0.1585,0.8611,1
768,8,8,40485,0.1667,1,0.9714,0.7492,0.3245,0.4649,0
769,13,8,406762,0.5033,9,0.0074,0.927,0.3991,0.0507,0
770,15,5,148766,0.8105,5,0.6809,0.2416,0.094,0.0185,0
771,7,4,102142,0.7322,5,0.7636,0.8099,0.9392,0.0564,1
772,13,11,105140,0.7281,6,0.0526,0.308,0.484,0.9691,0
773,14,1,387129,0.5137,8,0.3409,0.7805,0.119,0.2006,0
774,8,7,237912,0.616,5,0.954,0.6136,0.7491,0.6963,1
775,13,1,70538,0.3164,6,0.562,0.9093,0.852,0.5897,1
776,12,5,483153,0.5777,2,0.3308,0.6095,0.3023,0.98,1
777,4,11,391114,0.7929,8,0.88,0.5901,0.2187,0.0426,0
778,13,3,185333,0.8082,6,0.1827,0.3117,0.6096,0.6579,1
779,12,9,413438,0.2207,3,0.3416,0.9763,0.3323,0.1062,1
780,2,9,332257,0.2726,10,0.2489,0.5562,0.1387,0.1335,1
781,1,6,286826,0.8534,9,0.8526,0.9552,0.4592,0.3354,1
782,8,5,237783,0.8181,1,0.3638,0.6261,0.6204,0.6665,1
783,15,9,364197,0.3452,7,0.1444,0.8157,0.7258,0.6305,1
784,8,12,268635,0.9829,5,0.7197,0.696,0.0804,0.6205,0
785,11,12,482699,0.6972,3,0.4323,0.8597,0.9691,0.8119,1
786,8,1,99618,0.9213,1,0.3976,0.5665,0.2655,0.5409,0
787,2,8,216785,0.7668,3,0.4815,0.2238,0.0553,0.201,0
788,12,5,171304,0.1333,2,0.6383,0.1332,0.2039,0.4708,0
789,10,7,281603,0.8443,7,0.3664,0.8131,0.816,0.6284,0
790,4,8,357668,0.996,8,0.8289,0.1212,0.1705,0.0316,1
791,15,7,312867,0.2448,2,0.8771,0.7628,0.0601,0.0427,1
792,6,8,332533,0.8829,5,0.0443,0.9662,0.5067,0.5788,0
793,5,6,225942,0.2765,3,0.3068,0.9097,0.8451,0.2623,0
794,11,5,479203,0.8109,4,0.6615,0.8815,0.1764,0.0984,1
795,5,8,47951,0.9372,9,0.2539,0.6784,0.217,0.6204,1
796,10,13,148565,0.6513,1,0.6954,0.8784,0.2596,0.4234,0
797,4,11,148523,0.3266,4,0.2711,0.373,0.6026,0.4338,0
798,12,8,446437,0.9633,10,0.0661,0.6496,0.1581,0.0576,1
799,5,2,499543,0.787,8,0.1481,0.4678,0.7816,0.9591,1
800,3,11,492204,0.1344,2,0.9552,0.8836,0.7343,0.7123,0
801,5,12,332742,0.2885,4,0.7858,0.9507,0.6759,0.4317,1
802,11,10,311687,0.1144,4,0.2282,0.1828,0.8684,0.2515,1
803,7,7,383434,0.288,4,0.5201,0.6175,0.8217,0.1186,1
804,8,3,213267,0.6869,2,0.7312,0.7723,0.2098,0.8122,0
805,10,2,491181,0.6493,8,0.2365,0.9966,0.1531,0.3291,1
806,13,9,46168,0.3776,1,0.8533,0.5542,0.5243,0.0938,0
807,2,11,194307,0.0235,7,0.5283,0.6497,0.4861,0.594,1
808,3,5,45418,0.6589,5,0.2383,0.5217,0.4184,0.2534,1
809,3,8,199256,0.4129,10,0.352,0.0694,0.0366,0.5079,1
810,1,3,448936,0.5083,1,0.166,0.1317,0.774,0.8398,0
811,11,8,486989,0.1984,10,0.4999,0.0679,0.6557,0.3303,1
812,1,11,300357,0.8746,4,0.2764,0.3744,0.0059,0.2231,1
813,9,3,370126,0.4046,2,0.9519,0.1827,0.5184,0.8294,1
814,12,5,419443,0.1427,10,0.8484,0.4705,0.9603,0.6027,0
815,10,6,264746,0.9297,10,0.1772,0.0106,0.8573,0.0048,1
816,5,9,74957,0.1839,1,0.2595,0.5187,0.139,0.1599,1
817,12,13,359695,0.903,7,0.4113,0.2715,0.2864,0.0658,1
818,6,7,399128,0.7292,8,0.0261,0.6753,0.7849,0.045,0
819,5,13,187592,0.5636,10,0.8064,0.2906,0.8816,0.2689,0
820,2,7,122471,0.823,10,0.2218,0.9583,0.9322,0.3272,0
821,12,8,300307,0.6293,8,0.4352,0.3194,0.9867,0.2908,1
822,14,2,234943,0.0126,3,0.3217,0.2623,0.8026,0.3294,0
823,15,2,483855,0.0879,10,0.4846,0.1724,0.9801,0.7734,0
824,13,11,193645,0.0327,3,0.5413,0.42,0.558,0.821,0
825,10,6,40199,0.7726,6,0.4774,0.2548,0.7497,0.5269,0
826,8,6,270351,0.4451,7,0.1534,0.0538,0.6979,0.3773,0
827,9,2,262656,0.2964,5,0.3374,0.2769,0.2697,0.877,0
828,4,10,202967,0.2416,6,0.7945,0.3601,0.2895,0.1072,0
829,2,11,280833,0.003,1,0.5691,0.0341,0.1037,0.0091,0
830,6,6,222502,0.6903,5,0.4039,0.2584,0.6225,0.7483,0
831,3,3,134309,0.6725,10,0.5107,0.7927,0.2301,0.8124,1
832,7,8,148043,0.0538,5,0.6177,0.0859,0.1267,0.6114,1
833,6,1,156306,0.8401,7,0.7524,0.4701,0.6249,0.1676,1
834,15,4,371466,0.9566,8,0.4981,0.3315,0.5158,0.5996,1
835,13,1,224229,0.9599,9,0.5265,0.5077,0.8416,0.9658,1
836,11,11,457471,0.7155,4,0.32,0.9048,0.9273,0.8557,0
837,2,5,210880,0.376,8,0.9328,0.1796,0.1155,0.0216,1
838,14,13,390013,0.2306,2,0.9857,0.5965,0.5447,0.8091,0
839,14,7,428378,0.0989,3,0.662,0.7408,0.7207,0.7731,1
840,12,10,163931,0.9132,2,0.8425,0.9729,0.7365,0.6037,0
841,14,11,129451,0.6784,8,0.6693,0.617,0.2809,0.9294,1
842,6,6,128797,0.0282,3,0.9227,0.7275,0.7877,0.0194,1
843,4,2,419768,0.96,7,0.5038,0.4066,0.703,0.3226,0
844,3,2,100564,0.906,10,0.3024,0.9523,0.9497,0.9296,1
845,6,9,430986,0.9031,7,0.2262,0.4072,0.7926,0.4283,0
846,14,11,195122,0.5839,8,0.7607,0.6097,0.8566,0.888,1
847,10,8,110329,0.4093,7,0.4636,0.1535,0.7332,0.1017,0
848,3,1,259746,0.8607,4,0.407,0.07,0.5958,0.0834,0
849,13,3,290504,0.0651,10,0.124,0.7787,0.7381,0.3077,1
850,5,7,87373,0.2585,1,0.1189,0.8553,0.6379,0.3308,0
851,6,13,106388,0.1678,1,0.9235,0.8804,0.7888,0.4628,0
852,8,3,275309,0.2974,3,0,0.3292,0.5864,0.6238,0
853,9,1,225082,0.1971,8,0.7739,0.4723,0.3337,0.6853,1
854,14,1,190691,0.8996,10,0.1421,0.2462,0.9823,0.7336,0
855,7,1,95754,0.9399,10,0.5703,0.9158,0.3471,0.6596,0
856,2,8,291945,0.4657,9,0.3197,0.26,0.8425,0.3932,1
857,9,1,314686,0.2759,6,0.0808,0.7196,0.319,0.9247,0
858,7,7,494721,0.7702,9,0.5414,0.122,0.5694,0.267,0
859,8,7,60911,0.8512,3,0.882,0.0721,0.5328,0.778,1
860,3,13,238781,0.9286,6,0.2411,0.0903,0.8247,0.6204,1
861,2,7,464667,0.6459,8,0.8376,0.9371,0.5426,0.1938,0
862,12,4,355104,0.4255,10,0.6458,0.3562,0.3738,0.8162,1
863,3,8,200928,0.3236,1,0.176,0.2851,0.7873,0.5731,0
864,14,4,385328,0.7517,5,0.788,0.8869,0.6314,0.3459,0
865,9,11,304368,0.7189,8,0.046,0.071,0.5479,0.8256,0
866,5,3,361301,0.739,8,0.9896,0.1204,0.1893,0.0271,0
867,10,8,390024,0.7564,3,0.432,0.9134,0.6651,0.3806,0
868,13,6,146756,0.0855,4,0.3123,0.4592,0.4201,0.5542,1
869,3,8,420904,0.235,2,0.5107,0.2609,0.185,0.279,0
870,2,2,41384,0.3413,4,0.1592,0.0432,0.3157,0.901,0
871,10,12,327048,0.3974,1,0.2095,0.9911,0.3936,0.3482,0
872,12,9,357970,0.1795,3,0.0626,0.273,0.5447,0.2922,0
873,10,9,72792,0.8256,1,0.5581,0.1894,0.9704,0.1064,1
874,9,9,435208,0.2204,6,0.8156,0.9948,0.7313,0.0289,0
875,13,7,152649,0.3311,10,0.8198,0.5077,0.2132,0.1698,0
876,9,5,318479,0.8949,4,0.5831,0.9629,0.1209,0.263,1
877,5,10,146185,0.7053,2,0.396,0.7565,0.1347,0.7675,0
878,13,11,450407,0.5991,7,0.2273,0.255,0.4097,0.078,1
879,10,13,286180,0.4783,7,0.0981,0.478,0.6559,0.3963,0
880,7,3,427248,0.2726,2,0.0027,0.9849,0.8958,0.883,1
881,11,10,50166,0.0787,4,0.0944,0.1728,0.5542,0.6185,0
882,6,10,172531,0.678,8,0.984,0.6727,0.2285,0.4647,1
883,6,11,337159,0.7094,9,0.6051,0.6583,0.253,0.0523,1
884,15,5,183871,0.4161,8,0.846,0.453,0.8651,0.1362,1
885,2,1,104333,0.7787,6,0.5581,0.3071,0.0985,0.757,0
886,10,12,344844,0.1204,7,0.1865,0.8934,0.2503,0.9525,1
887,7,5,186904,0.8761,10,0.7572,0.6378,0.6018,0.518,0
888,2,1,350606,0.7057,9,0.5003,0.8656,0.0254,0.3562,1
889,4,11,318722,0.4645,5,0.3727,0.6768,0.7904,0.7704,0
890,3,9,170635,0.7035,6,0.8699,0.0383,0.8477,0.9843,1
891,12,10,270176,0.3459,4,0.9007,0.5362,0.4425,0.4436,1
892,8,3,107499,0.176,9,0.7035,0.8331,0.1571,0.3583,1
893,6,7,256041,0.7604,3,0.9954,0.0087,0.4383,0.1098,1
894,1,12,364387,0.8827,4,0.2276,0.0588,0.7058,0.8715,0
895,13,12,412657,0.4664,2,0.8158,0.6283,0.0279,0.9185,1
896,5,4,373683,0.584,7,0.2712,0.0971,0.5295,0.2703,1
897,12,8,178006,0.6228,5,0.5776,0.3781,0.255,0.2204,1
898,6,13,67954,0.503,1,0.7257,0.0443,0.1488,0.9446,0
899,11,10,277375,0.5334,5,0.7848,0.3088,0.6724,0.8171,0
900,8,6,54641,0.7624,8,0.7796,0.2392,0.3438,0.1135,1
901,6,3,382565,0.0048,1,0.2769,0.764,0.0939,0.2706,0
902,9,9,242512,0.8749,10,0.2529,0.6381,0.0548,0.7723,0
903,6,1,71178,0.7057,1,0.6219,0.0847,0.106,0.6533,0
904,13,4,352734,0.1116,10,0.044,0.9475,0.7709,0.0654,1
905,13,2,371274,0.6219,5,0.2637,0.9644,0.531,0.0569,0
906,1,4,50564,0.9126,3,0.0306,0.5273,0.6366,0.6709,1
907,4,8,446497,0.7263,1,0.2572,0.8705,0.2333,0.8905,0
908,2,9,397486,0.3819,5,0.7212,0.8768,0.1492,0.6806,0
909,10,11,169002,0.9912,7,0.8949,0.706,0.5375,0.3087,0
910,2,3,50219,0.6918,10,0.3813,0.3465,0.3506,0.5102,1
911,11,1,384058,0.3019,7,0.1779,0.8424,0.894,0.3319,1
912,7,10,307382,0.2369,2,0.034,0.9747,0.9696,0.7028,1
913,8,3,320191,0.3684,2,0.771,0.4882,0.3169,0.9147,0
914,4,6,176300,0.9107,9,0.4182,0.2357,0.2111,0.1619,0
915,8,7,448576,0.3562,7,0.1616,0.4783,0.0966,0.5055,1
916,13,2,425415,0.1719,3,0.8318,0.0553,0.3434,0.4525,0
917,3,10,44711,0.3205,1,0.8272,0.481,0.5659,0.1654,1
918,13,8,92510,0.6487,7,0.1024,0.7402,0.7039,0.3739,0
919,3,1,168245,0.6046,1,0.2644,0.3545,0.7299,0.9501,0
920,2,7,306917,0.8325,5,0.0642,0.0433,0.4583,0.0043,1
921,10,12,312254,0.0461,3,0.6714,0.2239,0.2483,0.9815,0
922,1,2,214562,0.8568,9,0.7755,0.2063,0.9601,0.2935,0
923,11,1,213860,0.6348,2,0.5299,0.6828,0.212,0.5528,1
924,13,10,206392,0.8577,3,0.9039,0.242,0.3494,0.5732,0
925,15,3,46876,0.2881,3,0.6003,0.6272,0.3752,0.0169,1
926,4,11,326158,0.6633,3,0.3427,0.9645,0.3905,0.5353,1
927,9,1,316015,0.7457,2,0.9132,0.5016,0.9732,0.1715,1
928,7,11,423074,0.8673,6,0.4074,0.7035,0.6736,0.0407,1
929,4,4,284303,0.6742,5,0.2835,0.083,0.4599,0.9634,1
930,13,3,343134,0.6134,3,0.6383,0.8281,0.7849,0.9258,0
931,9,3,83724,0.4515,9,0.4476,0.8234,0.6283,0.6387,1
932,12,4,249952,0.1274,6,0.2589,0.9236,0.9782,0.0926,1
933,6,3,387394,0.4249,2,0.0049,0.9732,0.0362,0.9278,0
934,10,10,469347,0.5706,2,0.119,0.9976,0.4965,0.3533,1
935,8,7,222722,0.3351,4,0.8524,0.3837,0.1378,0.6246,1
936,11,2,376386,0.9661,8,0.2971,0.9103,0.8365,0.6454,0
937,7,3,479863,0.6654,7,0.0453,0.8097,0.4785,0.7339,1
938,6,11,217838,0.7901,2,0.0873,0.4174,0.5587,0.3913,0
939,14,6,106617,0.4115,6,0.7091,0.706,0.16,0.7271,0
940,14,2,260672,0.2653,8,0.8865,0.8674,0.2794,0.9411,0
941,13,5,396373,0.741,8,0.9066,0.6251,0.3685,0.5891,1
942,2,10,382720,0.0506,9,0.2604,0.3511,0.3063,0.1403,0
943,3,5,57936,0.191,2,0.6761,0.1386,0.2645,0.8786,0
944,7,10,196146,0.7122,7,0.6766,0.4277,0.8152,0.4593,0
945,8,10,422615,0.3164,6,0.2843,0.7988,0.658,0.2332,0
946,15,12,405047,0.8332,10,0.5279,0.7627,0.2824,0.3365,1
947,11,7,85682,0.1374,2,0.4646,0.0211,0.9036,0.5484,0
948,13,8,224324,0.5717,7,0.7409,0.1799,0.6535,0.0449,0
949,12,1,401716,0.8507,7,0.5434,0.4366,0.1333,0.8624,1
950,5,13,225342,0.753,3,0.0364,0.528,0.5735,0.5639,1
951,10,4,138827,0.7844,4,0.7508,0.5128,0.3031,0.6592,0
952,7,12,432455,0.647,5,0.2674,0.1141,0.449,0.8131,0
953,1,2,161759,0.9572,1,0.2487,0.9569,0.1989,0.5485,0
954,13,11,116342,0.9262,8,0.2123,0.926,0.2204,0.5949,0
955,15,5,356554,0.154,2,0.9443,0.631,0.7721,0.4015,0
956,7,5,354305,0.0497,4,0.343,0.073,0.3472,0.1899,1
957,2,11,31639,0.7202,4,0.3691,0.1326,0.2071,0.2724,0
958,11,10,220449,0.1293,8,0.5875,0.9767,0.7611,0.4267,1
959,13,1,365555,0.0583,2,0.4468,0.9581,0.667,0.6162,1
960,5,8,159445,0.6375,5,0.1679,0.3804,0.6901,0.5206,0
961,4,4,453571,0.854,1,0.9314,0.8788,0.1153,0.2052,0
962,6,13,35704,0.3078,8,0.4194,0.2607,0.1153,0.0883,1
963,10,1,152505,0.0056,6,0.897,0.3721,0.654,0.6455,0
964,7,2,84866,0.4277,9,0.9447,0.7805,0.038,0.0094,1
965,2,6,391169,0.9243,9,0.0358,0.5088,0.3062,0.5566,0
966,14,5,289593,0.5922,6,0.3407,0.241,0.0262,0.4966,0
967,2,12,138771,0.9548,1,0.2306,0.6755,0.7077,0.5962,0
968,1,9,186811,0.7139,9,0.4301,0.044,0.2407,0.8752,1
969,4,7,280443,0.3955,1,0.6335,0.1564,0.2135,0.1145,0
970,9,12,383051,0.562,1,0.309,0.8766,0.3814,0.4164,0
971,6,8,107948,0.2169,2,0.2948,0.2416,0.5997,0.4817,0
972,5,13,296672,0.5383,3,0.061,0.4081,0.5637,0.161,1
973,14,1,114256,0.2039,2,0.9903,0.8944,0.3821,0.6687,0
974,11,11,39858,0.2257,9,0.5432,0.3048,0.9075,0.8038,1
975,1,10,308663,0.8471,2,0.7772,0.9194,0.2078,0.4179,0
976,8,11,443887,0.4538,7,0.7896,0.655,0.8273,0.0742,0
977,11,2,315186,0.3931,6,0.1456,0.8457,0.3885,0.9617,0
978,12,13,104229,0.4597,6,0.0225,0.48,0.653,0.8055,1
979,12,5,346195,0.4739,3,0.5131,0.5874,0.2565,0.0474,1
980,5,8,193013,0.003,9,0.8529,0.6831,0.7533,0.3383,0
981,8,10,42250,0.4267,8,0.571,0.0004,0.0604,0.0852,1
982,5,11,452546,0.4742,5,0.0177,0.8933,0.4619,0.1435,0
983,2,13,40205,0.1765,7,0.9428,0.5947,0.3888,0.4245,1
984,7,12,142789,0.4473,5,0.9287,0.1225,0.1092,0.2414,1
985,2,2,288126,0.0009,4,0.1666,0.5676,0.606,0.8703,0
986,6,11,309374,0.0724,4,0.5953,0.1558,0.6813,0.1281,1
987,5,3,264274,0.2416,6,0.8574,0.3341,0.6815,0.3014,1
988,1,1,253155,0.3655,6,0.6328,0.2379,0.5351,0.4099,0
989,12,3,246199,0.9166,4,0.7493,0.254,0.2424,0.3197,1
990,10,2,290716,0.7962,8,0.8232,0.992,0.4083,0.9192,1
991,7,3,287175,0.5475,7,0.6934,0.8282,0.7264,0.0654,1
992,8,1,191675,0.1428,3,0.1144,0.4073,0.2605,0.8044,0
993,14,4,490631,0.1254,1,0.5344,0.9417,0.7398,0.8401,0
994,15,9,491680,0.4496,10,0.2402,0.8132,0.4823,0.3833,0
995,5,12,393703,0.8584,7,0.0068,0.4611,0.842,0.6096,0
996,3,10,312090,0.1082,6,0.6869,0.256,0.424,0.034,0
997,7,1,267551,0.4888,8,0.9854,0.991,0.8419,0.2226,0
998,11,8,143268,0.6824,2,0.6227,0.2035,0.1795,0.9386,1
999,12,9,196309,0.2762,2,0.5093,0.099,0.275,0.0958,1
1000,6,13,420527,0.5158,7,0.9448,0.8417,0.5011,0.6487,0
