out_acc_num,net_worth,credit_score,sum_transactionamount,ratio_cash_deposits,ratio_cash_withdrawals,ratio_incoming_international,ratio_outgoing_international,label
829,0.0089,6,251745,0.7017,0.5185,0.5486,0.462,1
830,0.7142,3,158659,0.0934,0.2615,0.9241,0.3609,0
831,0.8373,6,231512,0.9709,0.3479,0.9811,0.6789,0
832,0.7861,1,396278,0.8777,0.8779,0.3718,0.9282,1
833,0.5162,5,401755,0.8822,0.8103,0.0257,0.8555,1
834,0.9603,3,85061,0.1068,0.4319,0.0682,0.9049,0
835,0.6669,3,88543,0.6566,0.6417,0.6366,0.0389,0
836,0.7912,3,371432,0.4479,0.8389,0.3224,0.6105,0
837,0.1032,5,390785,0.219,0.8326,0.636,0.7358,1
838,0.9127,2,361036,0.7748,0.4927,0.4256,0.902,0
839,0.4604,7,313276,0.1084,0.7133,0.4773,0.2896,0
840,0.9327,5,241963,0.0705,0.8287,0.4564,0.8141,0
841,0.2463,2,453607,0.5527,0.6747,0.4778,0.1756,0
842,0.5507,5,407818,0.2899,0.1494,0.6946,0.5169,1
843,0.0003,5,269699,0.4832,0.3376,0.0607,0.1626,0
844,0.986,10,357105,0.714,0.9057,0.7242,0.6588,1
845,0.1494,8,248897,0.7351,0.4761,0.5395,0.2296,1
846,0.0218,1,47314,0.3791,0.1839,0.2716,0.5843,1
847,0.365,5,295565,0.5038,0.4208,0.521,0.4363,0
848,0.0018,3,203638,0.3717,0.9269,0.7808,0.4466,0
849,0.0991,7,437175,0.1719,0.896,0.7558,0.6783,0
850,0.274,1,204459,0.4141,0.2745,0.8018,0.735,0
851,0.4122,5,351407,0.287,0.9663,0.7301,0.9347,1
852,0.0471,6,105982,0.6525,0.6919,0.3761,0.0427,1
853,0.4737,10,61052,0.7838,0.4769,0.4097,0.0562,0
854,0.4301,8,327686,0.9842,0.9781,0.1807,0.4931,1
855,0.7892,4,316921,0.5059,0.6079,0.9562,0.0805,1
856,0.3646,2,332495,0.0473,0.7629,0.9656,0.0716,0
857,0.1903,9,87586,0.3923,0.2772,0.5626,0.8718,1
858,0.7238,9,458237,0.037,0.5629,0.2244,0.7176,1
859,0.4859,9,358205,0.2932,0.0082,0.7022,0.6341,1
860,0.7578,8,342459,0.3277,0.7574,0.3889,0.8607,0
861,0.2539,4,197367,0.2326,0.0948,0.1893,0.8708,1
862,0.0697,10,388094,0.3606,0.7663,0.7102,0.7717,1
863,0.6028,9,164360,0.8418,0.0532,0.0497,0.2129,0
864,0.0006,9,322240,0.5877,0.9253,0.1669,0.178,0
865,0.3362,7,435881,0.6777,0.3843,0.8908,0.0847,0
866,0.7596,8,480611,0.7873,0.0039,0.7365,0.7589,1
867,0.9943,7,271042,0.9392,0.199,0.4836,0.4694,1
868,0.7446,5,319618,0.8819,0.9275,0.7757,0.6337,0
869,0.5373,5,318189,0.9755,0.5485,0.4749,0.0361,1
870,0.975,2,345808,0.5258,0.4117,0.6696,0.1074,1
871,0.3738,10,89806,0.4262,0.0385,0.2365,0.975,0
872,0.5156,3,229446,0.3353,0.073,0.0569,0.7288,0
873,0.5756,4,125959,0.3915,0.2854,0.1974,0.3786,1
874,0.8304,6,146262,0.8335,0.4844,0.9999,0.1069,1
875,0.8471,3,299713,0.517,0.3149,0.2154,0.3285,1
876,0.5137,8,297661,0.3139,0.6265,0.8825,0.9671,1
877,0.2616,9,460143,0.3597,0.244,0.9632,0.4095,0
878,0.4187,8,104912,0.4469,0.9647,0.1831,0.6865,1
879,0.5107,5,496884,0.668,0.4905,0.0389,0.4531,1
880,0.6708,8,409276,0.9111,0.2321,0.6667,0.8194,1
881,0.7993,2,174780,0.691,0.6366,0.0061,0.1517,1
882,0.9956,9,209050,0.8458,0.9974,0.2708,0.5874,1
883,0.051,7,224579,0.9671,0.6253,0.6944,0.4622,1
884,0.0974,8,321024,0.3835,0.7087,0.3977,0.3193,1
885,0.3096,7,319783,0.6066,0.1184,0.2737,0.1981,0
886,0.9935,10,165017,0.257,0.083,0.1535,0.699,1
887,0.3598,2,283967,0.3956,0.354,0.9706,0.4906,1
888,0.2099,8,149376,0.2576,0.9396,0.628,0.4632,0
889,0.9282,10,323422,0.7297,0.0808,0.4715,0.9847,0
890,0.3261,3,292225,0.1584,0.6716,0.562,0.0549,0
891,0.0328,8,422125,0.7861,0.6258,0.1723,0.3572,0
892,0.1937,7,73368,0.3401,0.7436,0.5037,0.2246,1
893,0.189,6,407928,0.5802,0.9257,0.5698,0.0078,1
894,0.996,9,136972,0.8737,0.7367,0.539,0.6279,1
895,0.1815,9,274207,0.0244,0.4453,0.2095,0.9871,1
896,0.3478,6,195998,0.797,0.8097,0.3323,0.4993,1
897,0.245,1,71585,0.4914,0.0131,0.3879,0.7899,0
898,0.2996,4,225086,0.3712,0.4752,0.4432,0.0377,0
899,0.0802,10,79887,0.2255,0.044,0.9825,0.9179,0
900,0.3214,3,447138,0.0964,0.6093,0.681,0.6372,1
901,0.708,1,266238,0.0816,0.7819,0.7806,0.2988,0
902,0.8251,5,76878,0.8928,0.2486,0.3826,0.94,0
903,0.0592,10,236197,0.863,0.4857,0.2272,0.1529,0
904,0.8026,6,375349,0.459,0.552,0.7287,0.5032,1
905,0.7059,2,335143,0.5039,0.4749,0.8177,0.6047,0
906,0.7948,7,486728,0.1844,0.2984,0.9676,0.8747,0
907,0.9975,1,161778,0.9885,0.4823,0.8761,0.3154,1
908,0.4488,10,271491,0.8181,0.5876,0.5806,0.3035,1
909,0.0647,6,228562,0.9119,0.3821,0.6702,0.6062,1
910,0.4015,8,216395,0.3288,0.3745,0.8683,0.7616,1
911,0.4735,3,286365,0.9091,0.5613,0.3428,0.2833,0
912,0.3105,10,193840,0.3775,0.4087,0.8073,0.6648,1
913,0.4339,7,432658,0.2888,0.1243,0.5078,0.3031,0
914,0.6083,7,276103,0.4149,0.5079,0.5869,0.9604,1
915,0.2235,3,466734,0.5332,0.4236,0.3608,0.7028,0
916,0.7376,5,274605,0.1465,0.0196,0.0772,0.2399,1
917,0.1933,7,246482,0.5452,0.9351,0.2133,0.0106,1
918,0.2918,1,372636,0.3818,0.6549,0.3958,0.7867,0
919,0.0892,10,441671,0.7007,0.586,0.7634,0.4476,0
920,0.5786,7,236419,0.1412,0.3689,0.0771,0.6188,1
921,0.7365,2,461175,0.582,0.2318,0.3056,0.5048,1
922,0.0425,3,411050,0.1458,0.8197,0.8138,0.5354,1
923,0.4928,9,163382,0.6527,0.6931,0.0164,0.2145,1
924,0.1843,3,244182,0.0023,0.9736,0.7292,0.8958,0
925,0.1185,1,125928,0.739,0.0034,0.9988,0.7752,1
926,0.4734,1,283636,0.6088,0.4744,0.5232,0.5676,1
927,0.9812,2,134803,0.0467,0.5175,0.7353,0.7551,0
928,0.3015,2,181175,0.4952,0.8557,0.4845,0.1667,1
929,0.9443,9,257070,0.3213,0.6232,0.2063,0.8613,0
930,0.0671,2,86481,0.6393,0.7595,0.3255,0.4631,0
931,0.7481,6,46202,0.0064,0.4376,0.3026,0.948,0
932,0.4276,4,256445,0.6535,0.842,0.2549,0.1473,0
933,0.3869,2,415156,0.2972,0.9979,0.2718,0.2924,0
934,0.278,6,491866,0.0782,0.2538,0.4734,0.8608,0
935,0.2053,4,188090,0.7031,0.913,0.5373,0.985,0
936,0.3669,8,328484,0.9407,0.6011,0.4807,0.8167,0
937,0.3329,8,106826,0.0622,0.6966,0.4434,0.3699,0
938,0.7483,3,458527,0.4211,0.4003,0.8669,0.8744,1
939,0.1793,2,198903,0.5768,0.0753,0.5148,0.789,1
940,0.4249,8,378264,0.8375,0.3034,0.3841,0.8979,0
941,0.0555,1,242324,0.9099,0.1548,0.2784,0.8352,0
942,0.2524,5,244790,0.5748,0.431,0.3865,0.3319,1
943,0.7731,4,296675,0.2992,0.4613,0.9662,0.6103,1
944,0.6175,3,136055,0.7969,0.2213,0.5352,0.8756,1
945,0.4613,1,267361,0.6839,0.1314,0.5495,0.1773,1
946,0.2279,6,198157,0.4934,0.485,0.7247,0.7202,1
947,0.3868,5,144797,0.8157,0.2095,0.3904,0.5791,0
948,0.2343,7,366365,0.0087,0.0837,0.6189,0.3408,1
949,0.1329,4,425541,0.1449,0.3388,0.6345,0.6084,0
950,0.4362,8,122916,0.4365,0.8471,0.5324,0.9198,1
951,0.7943,6,53953,0.5335,0.9483,0.584,0.2413,1
952,0.5928,5,295689,0.0977,0.3151,0.9982,0.3481,1
953,0.7791,5,449061,0.1528,0.0498,0.1788,0.1765,0
954,0.7043,2,386275,0.0264,0.0854,0.2426,0.2656,1
955,0.4279,2,350888,0.2603,0.7042,0.6294,0.2286,0
956,0.035,5,231670,0.9114,0.8597,0.5147,0.165,1
957,0.7328,2,159011,0.0019,0.9679,0.2024,0.563,0
958,0.1398,8,303335,0.1859,0.3659,0.494,0.6683,1
959,0.6782,2,375989,0.8898,0.4965,0.8674,0.9771,1
960,0.559,10,192356,0.2389,0.2364,0.1984,0.9305,0
961,0.6009,4,185571,0.7666,0.8208,0.5301,0.8956,1
962,0.0083,7,461091,0.5172,0.3487,0.9084,0.28,0
963,0.8056,7,376802,0.859,0.2172,0.0443,0.6713,0
964,0.9515,2,293109,0.0389,0.116,0.9513,0.0041,0
965,0.5368,4,283819,0.9588,0.0189,0.599,0.7058,1
966,0.6997,3,110976,0.8191,0.9103,0.7917,0.8124,0
967,0.7876,2,438902,0.818,0.3081,0.8346,0.8244,1
968,0.6676,9,40165,0.2728,0.0973,0.8121,0.1624,0
969,0.5009,2,309621,0.7448,0.0631,0.4165,0.1183,1
970,0.6205,4,81687,0.2626,0.5275,0.1876,0.4055,1
971,0.3469,3,396334,0.0598,0.9043,0.5517,0.9186,1
972,0.5925,7,193982,0.7199,0.847,0.3924,0.1803,1
973,0.2507,3,318734,0.6042,0.3278,0.7851,0.4752,1
974,0.1594,6,351194,0.3118,0.6975,0.0793,0.8182,1
975,0.3395,2,51511,0.7672,0.0207,0.0732,0.7334,1
976,0.4477,8,109876,0.2551,0.5854,0.4586,0.5214,1
977,0.9126,3,202103,0.3131,0.5327,0.5431,0.5235,1
978,0.0181,7,84883,0.3989,0.7955,0.0448,0.2222,0
979,0.3064,6,440360,0.1722,0.0116,0.1005,0.7431,1
980,0.6787,10,402215,0.8535,0.0427,0.6972,0.7621,0
981,0.8519,10,193383,0.7836,0.2252,0.7842,0.7602,0
982,0.59,7,267388,0.6591,0.4718,0.1821,0.9173,1
983,0.2687,3,82702,0.4161,0.0371,0.906,0.2306,1
984,0.8863,2,119486,0.6499,0.8223,0.0458,0.7521,0
985,0.843,5,52779,0.0938,0.9404,0.4869,0.7009,0
986,0.047,1,256041,0.0881,0.75,0.8287,0.5966,0
987,0.7921,5,420562,0.6891,0.0037,0.5857,0.5318,0
988,0.1865,5,491116,0.4387,0.1631,0.3889,0.2138,0
989,0.1908,2,487560,0.6495,0.6288,0.9756,0.255,0
990,0.6162,5,436147,0.7002,0.0133,0.7154,0.1533,1
991,0.0717,10,204556,0.4028,0.0521,0.1793,0.1672,1
992,0.5018,3,81472,0.225,0.12,0.2278,0.1186,0
993,0.2334,9,136601,0.4914,0.8176,0.6835,0.8314,1
994,0.8476,6,295158,0.1897,0.7832,0.2266,0.1921,1
995,0.1141,10,302219,0.6664,0.1966,0.7486,0.2809,1
996,0.9388,9,251153,0.3345,0.8481,0.4994,0.8015,1
997,0.6622,7,71437,0.2677,0.3216,0.4193,0.695,1
998,0.0921,4,293037,0.4512,0.5417,0.3913,0.3435,1
999,0.3168,4,272751,0.4464,0.2068,0.3206,0.3852,1
1000,0.8822,7,333825,0.3723,0.1141,0.1029,0.4239,1
